Description,label,Translated_Description,Cleaned_Description,Contains_Injury_Keyword,Mentions_Injury_Entity,Sentence_Length,Embedding
 A traveler was hit by a falling sign in the check-in area and sustained a head injury.,1, A traveler was hit by a falling sign in the check-in area and sustained a head injury.,traveler hit falling sign checkin area sustained head injury,1,0,9,"[ 0.07480033  0.13987397  0.22420168 -0.37785423  0.07413299 -0.21302778
 -0.58361     0.2630161   0.33067334 -0.06927165  0.09477089 -0.09605112
 -0.56167334  0.08629589  0.17270567 -0.06094555 -0.02541577 -0.38088644
 -0.56852823  0.01323111 -0.5910256   0.09830882 -0.06966867 -0.13700111
  0.13382667 -0.9783356   0.04245902  0.48098332  0.47601998  0.02652832
  2.3614912   0.4059489   0.5318389   0.14909911 -0.00438111  0.20989844
  0.19771889 -0.13177621  0.35443476 -0.06138434 -0.40373     0.12740555
 -0.04623489  0.01380521  0.05137889 -0.13298112  0.11391756  0.06494555
  0.23564611 -0.06920112]"
An unclaimed bag triggered a temporary evacuation of a terminal area for safety protocols.,0,An unclaimed bag triggered a temporary evacuation of a terminal area for safety protocols.,unclaimed bag triggered temporary evacuation terminal area safety protocol,0,0,9,"[ 0.7514723   0.09094434  0.28390622 -0.13936989 -0.10584946 -0.10452678
 -0.3946856   0.08740779  0.7423878  -0.47926888  0.04194998 -0.25998995
  0.200094    0.12382923  0.28947538  0.41377002 -0.21819879 -0.13867334
 -0.21285181 -0.19115557  0.38795772 -0.251498   -0.58068    -0.146128
 -0.3224089  -0.87973     0.30128655  0.35702854  0.61569667  0.07613523
  2.1318145  -0.01190511 -0.17325222 -0.3400298   0.10521064  0.5796077
  0.63574463 -0.36074412  0.24245156  0.38539913 -0.20099667  0.00542352
  0.32667646  0.28691185 -0.14178444 -0.04758456 -0.08060077  0.23131333
  0.185864   -0.32130444]"
Een tijdelijk tekort aan brandstof veroorzaakte vertragingen op de luchthaven.,0,A temporary fuel shortage caused delays at the airport.,temporary fuel shortage caused delay airport,0,0,6,"[ 0.7336817   0.0382525   0.42153502 -0.22377284 -0.6728983   0.12808336
 -0.15359151  0.463035    0.57615834 -0.08461055  0.23509668 -0.22334401
  0.11198968 -0.27005365  0.5143502   0.52976835 -0.23895502  0.1908567
 -0.23400335 -0.71598405  0.5268508  -0.32463002 -0.53549016 -0.37184003
  0.01924684 -1.271305    0.5329037   0.32304332  0.858645    0.9384083
  2.5918334   0.22651315 -0.12231332 -0.41048786  0.14821678  0.32808498
  0.45588335 -0.27596968  0.28216916  0.33594632 -0.36332583  0.39384046
  0.11519616  0.00290832  0.03282     0.10316334 -0.22422333  0.5248742
 -0.02974584 -0.05188483]"
A pilot reported a technical issue with the navigation system shortly after takeoff.,0,A pilot reported a technical issue with the navigation system shortly after takeoff.,pilot reported technical issue navigation system shortly takeoff,0,0,8,"[ 4.37406272e-01 -1.06337629e-01  2.58674502e-01  1.82022497e-01
 -4.98683631e-01 -6.28587455e-02 -3.89488369e-01 -1.09896325e-02
  4.38047528e-01 -4.99878347e-01  4.01773751e-01  9.11148936e-02
 -2.85352200e-01  2.94830024e-01 -8.70889798e-02  7.05209002e-02
 -7.69547224e-01  1.92261249e-01 -6.20995343e-01 -2.24494368e-01
  4.17120010e-01  3.80609483e-01 -1.49308741e-01 -2.22552747e-01
  3.80989999e-01 -1.32616746e+00 -1.05653614e-01  4.93112504e-02
  8.79689977e-02  3.21136624e-01  2.60338736e+00 -2.22949266e-01
 -2.88504988e-01 -4.53144997e-01  1.88073754e-01 -6.45850003e-02
  4.16097522e-01 -1.42095640e-01  2.68624965e-02  2.61294127e-01
 -2.13412568e-03 -1.84985436e-02  2.73954093e-01  7.47149885e-02
 -5.36063731e-01 -1.09945759e-01  2.24157631e-01  6.25841320e-01
  2.11668640e-01  9.64232683e-02]"
A traveler’s oversized carry-on bag caused delays at the boarding gate.,0,A traveler’s oversized carry-on bag caused delays at the boarding gate.,traveler ’ oversized carryon bag caused delay boarding gate,0,0,9,"[ 0.29707456  0.3868489   0.08370333 -0.43274277  0.10619654  0.04725111
 -0.28073922 -0.01650554  0.6032479  -0.38122654 -0.10275599  0.22201902
  0.07715057  0.25471443  0.21763115  0.10267112 -0.4482211  -0.09646823
 -0.17018145 -0.4933533   0.284278   -0.10840699 -0.18161222  0.20712887
 -0.06928901 -0.88968    -0.32129     0.29924002  0.5050285   0.04484922
  1.4453188   0.36859557 -0.0317937   0.19685666  0.16350645  0.5449054
  0.43105534  0.01037522 -0.04414777  0.11355     0.3203479   0.21487333
  0.00426566  0.60636216  0.04907745 -0.29971144  0.08255567 -0.19463946
  0.41790664 -0.19795223]"
A passenger missed their connecting flight due to a delay in their initial leg of the journey.,0,A passenger missed their connecting flight due to a delay in their initial leg of the journey.,passenger missed connecting flight due delay initial leg journey,0,0,9,"[ 0.8377085   0.30252355  0.05369743 -0.03295177 -0.3054869   0.33573774
 -0.4016723   0.47737598  0.6253271  -0.22207034  0.09325678 -0.10884322
 -0.5909524   0.19195932  0.2363992  -0.04756111 -0.51791996 -0.2712569
 -0.83863103 -0.2682461   0.19882111  0.10861    -0.16049333 -0.01239911
  0.51055855 -1.1873289   0.35151556  0.28345922  0.41624856  0.1307411
  2.574111    0.41870153 -0.02663666  0.06151112  0.41038093 -0.09023678
  0.56456804  0.20893522 -0.28322223  0.25817448 -0.206222   -0.00618167
  0.05598946  0.00974378 -0.4722211  -0.10618988  0.40371925  0.11188666
  0.11022878 -0.19848222]"
A passenger experienced whiplash from sudden turbulence during the flight.,1,A passenger experienced whiplash from sudden turbulence during the flight.,passenger experienced whiplash sudden turbulence flight,0,0,6,"[ 0.74680156 -0.06113883  0.11202633 -0.30243215 -0.63956666  0.30554545
  0.05298333  0.553885    0.42753133 -0.05574083  0.4439583   0.14886017
 -0.44270667  0.43983635  0.21321325 -0.13834333 -0.7741017   0.03930867
 -0.990125   -0.637795   -0.11799368  0.10306434 -0.549645   -0.04724497
  0.606385   -0.93738    -0.28695333  0.14196317  0.6278217   0.94628835
  1.7830125   0.7675266   0.58254    -0.15350316  0.15040998  0.05169435
  0.22537832 -0.43931282  0.09051168  0.34678602 -0.55266505  0.4155393
  0.20572501  0.24095184 -0.06942502 -0.20667984  0.41883454  0.17715515
  0.3194382   0.086625  ]"
 A crew member fell in the galley while the aircraft experienced a sudden altitude change.,1, A crew member fell in the galley while the aircraft experienced a sudden altitude change.,crew member fell galley aircraft experienced sudden altitude change,0,0,9,"[ 0.41766354  0.03900466  0.29652548 -0.2607231   0.04361041  0.0396179
 -0.35710892  0.26807597  0.04517011 -0.43185142  0.48403823  0.0860209
 -0.22823626  0.31591     0.0153309  -0.07463221 -0.21220666  0.15548243
 -0.9988755  -0.64247996 -0.20099956  0.1972521  -0.18830563 -0.2804645
  0.21489777 -0.95271885 -0.23890322 -0.08040266  0.38493335  0.665384
  2.3160188   0.12779866 -0.02367034 -0.05747977  0.2866158  -0.09501076
  0.17025799 -0.13409293  0.06153874  0.07750988 -0.2010681   0.01700022
  0.45458665  0.11257122 -0.15316477 -0.07971118  0.0397131   0.02949
 -0.08998044  0.06082601]"
Een fout met bagagelabels stuurde koffers naar een verkeerde stad.,0,A baggage tag error sent suitcases to the wrong city.,baggage tag error sent suitcase wrong city,0,0,7,"[ 0.26691216 -0.11212356  0.5344786  -0.11224283  0.39352217 -0.07467949
 -0.23555015  0.09241972  0.27655828 -0.28286335 -0.06275315 -0.06702457
 -0.25598073  0.09668099  0.4931386  -0.17224701 -0.45641285 -0.00185572
 -0.5296029  -0.28622255  0.03719572 -0.18431357 -0.06861285  0.05716814
  0.03266543 -1.6175929  -0.33907288  0.47614887  0.60607684 -0.59081995
  1.7037016   0.25740805 -0.09400429 -0.29419285  0.01194743  0.44515246
  0.37568945  0.08447057  0.15763095  0.09778029  0.2822517   0.24949095
  0.29086143  0.35953426 -0.3208507  -0.20413713  0.05185071  0.26744285
  0.54907286 -0.26718143]"
 A flight attendant was injured by a loose cart during sudden turbulence over the Atlantic Ocean.,1, A flight attendant was injured by a loose cart during sudden turbulence over the Atlantic Ocean.,flight attendant injured loose cart sudden turbulence atlantic ocean,0,0,9,"[ 0.61267674  0.08654521  0.04894465  0.08872077 -0.32418108  0.0473464
 -0.43939328  0.3862512   0.46965864 -0.40337777  0.23280613  0.0379581
 -0.41384667  0.63345647  0.16917245 -0.03868944 -0.3652278   0.07946856
 -1.0608467  -0.61919874 -0.16148822  0.30181065 -0.14090443 -0.00299876
  0.3531011  -0.9113534   0.01751966  0.39951766  0.61447     0.38953778
  1.9492098   0.4547711   0.06797422  0.11582233  0.03636666  0.0267529
  0.00894666 -0.33864078  0.23928489  0.29378304 -0.40654966  0.22720112
  0.31136835  0.16549343 -0.13522445  0.04634076  0.20212132 -0.21779314
  0.13525489 -0.22719142]"
"Een kind struikelde en viel op een roltrap in de terminal, wat een kinwond veroorzaakte.",1,"A child tripped and fell on an escalator in the terminal, causing a chin injury.",child tripped fell escalator terminal causing chin injury,1,0,8,"[ 0.21206374 -0.03393416  0.25605124 -0.08940163  0.0823753   0.4794138
  0.03298375  0.36395502  0.359736    0.02638201  0.41429    -0.05545137
 -0.45312124  0.0679925   0.25108373  0.30370662 -0.51380503 -0.26163375
 -0.3259325  -0.177805   -0.03780501  0.04848662 -0.37952036 -0.19860825
  0.17737377 -1.1149812   0.44179475  0.44023874  0.405265   -0.2091255
  1.8462667   0.22717212  0.6240912   0.11625277 -0.05018501  0.11771525
  0.49937502 -0.10832112  0.7028935   0.1550134  -0.3675      0.23432007
 -0.01660188  0.32115462  0.12347214 -0.4451307   0.20498449 -0.63662994
  0.36879104 -0.30597734]"
Een technicus liep een knieblessure op tijdens onderhoudswerkzaamheden onder een vliegtuig.,1,A technician suffered a knee injury while performing maintenance work underneath an aircraft.,technician suffered knee injury performing maintenance work underneath aircraft,1,0,9,"[ 0.34440544 -0.06335536 -0.0424771  -0.31396255 -0.33815345  0.43486533
 -0.409774    0.348534    0.4493189  -0.32109845  0.5814849   0.10096545
 -0.75885123  0.17634     0.05605985  0.05101667 -0.46781     0.12836033
 -0.4757399  -0.36136335 -0.2633211   0.38170576 -0.3782534  -0.49420315
  0.00459366 -1.0032378  -0.09949667  0.13947278  0.48198712  0.0198311
  2.5167553   0.13341688  0.42995667 -0.27517012  0.3482726   0.79086745
  0.7482936   0.35944736  0.46422666  0.08718478 -0.21513331 -0.11057223
  0.18659501  0.19047557  0.12453413 -0.29507622  0.17764734 -0.07225201
 -0.18890756  0.1848779 ]"
 A pilot suffered heat exhaustion while waiting for departure in a poorly ventilated cockpit.,1, A pilot suffered heat exhaustion while waiting for departure in a poorly ventilated cockpit.,pilot suffered heat exhaustion waiting departure poorly ventilated cockpit,0,0,9,"[ 0.39813557 -0.19198556  0.3043508  -0.46368265 -0.42288056  0.02326767
 -0.09330621  0.64355564  0.11638346 -0.19839889  0.39451787 -0.16642267
 -0.3669819   0.57326996  0.20023422  0.21899422 -0.44522223  0.017013
 -0.31622785 -0.81353    -0.367316    0.4739181   0.14987332 -0.12379287
  0.22628154 -0.6917656   0.02469444  0.4984221   0.47355235  0.59603
  1.9871976   0.05912777  0.20990546 -0.39636922  0.17569423  0.3794003
  0.77022886  0.199726    0.24117777 -0.02182667 -0.13155255  0.04503556
  0.06901063  0.33991888  0.05265121  0.02575812 -0.06820988 -0.21757168
 -0.16438733  0.05794834]"
"Een landingsbaan was afgesloten voor herasfaltering, wat omleidingen veroorzaakte.",0,"Een landingsbaan was afgesloten voor herasfaltering, wat omleidingen veroorzaakte.",een landingsbaan afgesloten voor herasfaltering wat omleidingen veroorzaakte,0,0,8,"[ 0.43279335  0.19819976 -0.23735334 -0.22228669 -0.6979657  -1.9713999
  0.37569332 -0.16072    -0.19326334  1.07681     0.21000601  0.13802268
  0.48358002  0.3405634   0.81189996  0.00920331  0.83232     0.22048335
  0.66336805  1.3041667  -0.32526997 -0.6842367  -0.3448      0.8390667
  0.15201168  0.26331    -0.78417     0.09107    -0.7944533  -0.6990433
 -0.35611668 -0.6940467  -0.61600995  1.0020866  -0.24476336  0.03171035
  1.0213066   0.19896     0.66880006  0.86898667 -0.08909333  0.48735332
  0.06623302 -0.162455   -0.2952067  -0.93201    -0.08482667 -0.5516433
  0.8255091   0.06891668]"
 A maintenance worker tripped over tools left on the tarmac and sustained a sprained ankle.,1, A maintenance worker tripped over tools left on the tarmac and sustained a sprained ankle.,maintenance worker tripped tool left tarmac sustained sprained ankle,1,0,9,"[ 0.02239446 -0.23098888  0.17416446 -0.22893278 -0.04008174  0.1561671
 -0.36065152  0.49680507  0.508972   -0.3579689   0.2611891  -0.20883077
 -0.7474522   0.16100821 -0.03039446  0.06140177 -0.49727476 -0.19484334
 -0.07658456 -0.30592886 -0.44700643  0.46998554 -0.41627035 -0.48497546
  0.08757333 -0.7770284   0.5164411   0.48989883  0.5218078  -0.00595178
  2.038974    0.17015457  0.3684014   0.04355633  0.11706866  0.61661553
  0.5605722   0.26384798  0.56571126  0.07332634 -0.21837166  0.03381166
 -0.14545667  0.29567432  0.09277778 -0.4078511   0.29049742 -0.05451981
  0.02037824 -0.07317033]"
"A luggage conveyor belt jammed, delaying baggage claim for arriving passengers.",0,"A luggage conveyor belt jammed, delaying baggage claim for arriving passengers.",luggage conveyor belt jammed delaying baggage claim arriving passenger,0,0,9,"[ 0.42277664 -0.218344    0.60330987 -0.21275777 -0.14019322  0.01191549
 -0.2854409   0.21911556  0.80374116 -0.5962751   0.15438445 -0.17211857
 -0.11007901  0.38038445  0.11781858  0.27502933 -0.6644589   0.17858222
 -0.32331443 -0.8121544   0.4351311  -0.1655738  -0.27369756  0.15993722
  0.08738777 -1.2425656  -0.02416666  0.48672116  0.74904114 -0.08890078
  1.2807335   0.5354405  -0.15952113  0.04593744  0.29407477  0.34451333
  0.35661012  0.1725189  -0.3948251   0.5935573  -0.00386889  0.3169787
  0.3831391   0.46431887 -0.39362442 -0.38012514 -0.03704076 -0.14234665
  0.28051934 -0.53783673]"
 A passenger was burned when a laptop overheated and caught fire during the flight.,1, A passenger was burned when a laptop overheated and caught fire during the flight.,passenger burned laptop overheated caught fire flight,0,0,7,"[ 0.5561978  -0.3621929   0.779391   -0.40955743 -0.02975171 -0.02700171
 -0.57726187 -0.01277343  0.21158572 -0.17220369  0.094638   -0.09290387
 -0.31777927  0.32254785  0.14689247  0.03029971 -0.779684    0.6261015
 -0.68883854 -0.5798      0.301161    0.3896044  -0.19617288  0.06375659
  0.32008418 -1.2567915   0.19996     0.53387     0.83050436  0.11655001
  1.9145514   0.02714086  0.04126414 -0.03422428  0.32951698  0.43365425
  0.34506914 -0.18470314  0.04961744  0.39890286 -0.05317686  0.08280557
  0.25840285  0.24529728  0.15223286  0.00710614 -0.16559425 -0.30454686
  0.37568015 -0.5399886 ]"
Een reiziger struikelde over losliggend tapijt in de luchthavenlounge en liep een knieblessure op.,1,A traveler tripped over loose carpet in an airport lounge and suffered a knee injury.,traveler tripped loose carpet airport lounge suffered knee injury,1,0,9,"[ 0.15766777  0.04275163 -0.21971789 -0.11654133 -0.23026353 -0.04849336
 -0.4392629   0.27722332  0.21096654 -0.24893944  0.309178   -0.029181
 -0.66630554  0.32737777  0.40739888  0.26344377 -0.3851542  -0.17429334
 -0.56611377 -0.29653043 -0.4652611   0.42859256 -0.29511234  0.05631711
 -0.07461955 -0.8373945   0.18232454  0.6757499   0.38914335 -0.08026668
  1.7358344   0.4109399   0.31721443  0.17221555 -0.02384634  0.5869018
  0.5347767   0.14802045  0.39058897 -0.05841856 -0.03930524  0.4055564
  0.02676944  0.37202996  0.07220489 -0.16165489  0.22277914 -0.4455211
  0.1442489  -0.24170534]"
A foreign object found in a jet intake during pre-flight checks required immediate attention.,0,A foreign object found in a jet intake during pre-flight checks required immediate attention.,foreign object found jet intake preflight check required immediate attention,0,0,10,"[ 0.43206167  0.21054089  0.1902554  -0.33297685  0.04310008  0.08015431
 -0.12484463 -0.02768406  0.549988   -0.12177819  0.23746705  0.1225873
  0.27512795  0.1716043   0.26881823  0.11254875 -0.3198204  -0.16734329
 -0.05247529 -0.6775123   0.251787    0.0163267   0.0754111  -0.19484678
  0.22232261 -1.151907   -0.0780654   0.12126599  0.2006937   0.33132094
  2.409421    0.288592   -0.242503   -0.3266217   0.20285788  0.20724139
  0.32450992  0.02720439 -0.08413041  0.24333782  0.19993627  0.2080694
  0.32114917  0.37208122  0.0441101  -0.34794623  0.04601939  0.67544025
  0.180961   -0.01196351]"
Een piloot meldde polsklachten na langdurig gebruik van de stuurkolom tijdens een turbulente vlucht.,1,A pilot reported wrist complaints after prolonged use of the control column during a turbulent flight.,pilot reported wrist complaint prolonged use control column turbulent flight,0,0,10,"[ 0.4197126  -0.109446    0.05630169  0.0939891  -0.377783    0.1813766
 -0.19905695  0.278591    0.3875598  -0.313608    0.19499402 -0.0286153
 -0.371054    0.3528252   0.2624886   0.0332942  -0.7874307  -0.2205691
 -0.44355434 -0.1732994  -0.0158195   0.21362586  0.051247   -0.10504588
 -0.0026272  -1.306054   -0.08521839  0.1067603   0.4227      0.45514402
  2.42627    -0.0658288  -0.04269548 -0.21756701 -0.11527431  0.1199829
  0.15491697 -0.17170249  0.06103799  0.162035   -0.00952065  0.2753838
  0.1061957   0.3638599  -0.05202699 -0.21167961  0.24182041  0.291744
 -0.22935268  0.1327683 ]"
Een schoonmaker gleed uit op een natte vloer in de cabine en bezeerde zijn rug tijdens het schoonmaken.,1,A cleaner slipped on a wet floor in the cabin and injured his back while cleaning.,cleaner slipped wet floor cabin injured back cleaning,0,0,8,"[ 1.03809848e-01 -1.49491772e-01  3.57836246e-01 -4.28318501e-01
  3.17566097e-02 -8.24548826e-02 -7.15635002e-01  3.39525193e-02
  1.98271245e-01 -4.46726233e-01  2.32510269e-04 -3.10026258e-01
 -1.39341250e-01  3.39552164e-01  1.26975879e-01  3.50962013e-01
 -2.03082755e-01  1.15706243e-01 -4.14402485e-01 -1.00312614e+00
  2.73978859e-02  5.09781718e-01 -1.43469751e-01 -2.59940863e-01
  9.93187577e-02 -7.19536304e-01  2.33596906e-01  7.98043728e-01
  7.58214772e-01  1.53089151e-01  2.25673747e+00  7.11825043e-02
 -1.97887570e-02  1.95848763e-01  1.91323385e-01  4.74799991e-01
  3.44662398e-01  3.52273762e-01  8.01386237e-01 -1.44780517e-01
 -1.96530998e-01  1.04820065e-01  2.67264247e-01  2.90709227e-01
  1.47455007e-01  4.60776612e-02  8.39218721e-02 -8.11876059e-01
  3.41589242e-01 -2.60689318e-01]"
